"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","user_id","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"Zantedeschia aethiopica","2018-04-15 14:50:17 -0700","","CA-1, Big Sur, CA, US",36.335692701,-121.8892661375,"","calla lily","https://www.inaturalist.org/observations/117372035","https://inaturalist-open-data.s3.amazonaws.com/photos/198213512/medium.jpg","westernhunter21",117372035,"calla lily","Plantae",56006,0,0,"2018-04-15 14:50:17-07:00","2018-04-15","2018-04-15 21:50:17 UTC","Pacific Time (US & Canada)",235,235,"","open","false","","",5680178,"2022-05-16 22:20:12 UTC","2022-05-17 14:00:18 UTC","needs_id","CC-BY-NC",NA,3,"false"
"Lomatium dasycarpum","2018-04-15 14:05:00 -0700","","Riverside County, CA, USA",33.5673679804,-117.4373476183,"","woollyfruit desertparsley","https://www.inaturalist.org/observations/116038155","https://inaturalist-open-data.s3.amazonaws.com/photos/195847852/medium.jpg","poa",116038155,"Lomatium dasycarpum","Plantae",56825,0,0,"2018/04/15 2:05 PM","2018-04-15","2018-04-15 21:05:00 UTC","Pacific Time (US & Canada)",1806,1806,"","","false","","",1548805,"2022-05-08 06:10:12 UTC","2022-05-08 06:10:59 UTC","needs_id","CC-BY-NC-SA",NA,NA,"false"
"Lomatium dasycarpum","2018-04-15 14:00:00 -0700","","Riverside County, CA, USA",33.5718005842,-117.4364882245,"","woollyfruit desertparsley","https://www.inaturalist.org/observations/116037598","https://inaturalist-open-data.s3.amazonaws.com/photos/195846942/medium.jpg","poa",116037598,"Lomatium dasycarpum","Plantae",56825,0,0,"2018/04/15 2:00 PM","2018-04-15","2018-04-15 21:00:00 UTC","Pacific Time (US & Canada)",1806,1806,"","","false","","",1548805,"2022-05-08 06:04:38 UTC","2022-05-08 06:04:38 UTC","needs_id","CC-BY-NC-SA",NA,NA,"false"
"Phragmipedium","2018-04-15 12:46:45 -0700","","California, US",38.4583929176,-121.5659220157,"","Neotropical Slipper Orchids","https://www.inaturalist.org/observations/114549862","https://static.inaturalist.org/photos/193429553/medium.jpg","aardeshir",114549862,"Neotropical Slipper Orchids","Plantae",140381,1,0,"2018-04-15 12:46:45-07:00","2018-04-15","2018-04-15 19:46:45 UTC","Pacific Time (US & Canada)",165,28240,"obscured","","true","","",992643,"2022-05-02 03:55:41 UTC","2022-05-02 15:56:08 UTC","casual","",NA,3,"true"
"Phalaenopsis","2018-04-15 11:57:21 -0700","","California, US",38.5462542721,-121.4592225261,"","Moth orchids","https://www.inaturalist.org/observations/114549574","https://static.inaturalist.org/photos/193429262/medium.jpg","aardeshir",114549574,"Moth orchids","Plantae",140477,1,0,"2018-04-15 11:57:21-07:00","2018-04-15","2018-04-15 18:57:21 UTC","Pacific Time (US & Canada)",32,28240,"obscured","","true","","",992643,"2022-05-02 03:54:59 UTC","2022-05-02 15:56:22 UTC","casual","",NA,3,"true"
"Xysticus","2018-04-15 00:00:00 +0000","ugh, beautiful little crab spider. 
while camping in Yosemite. ","Yosemite National Park",37.8653798515,-119.5383296907,"","Ground Crab Spiders","https://www.inaturalist.org/observations/110777419","https://inaturalist-open-data.s3.amazonaws.com/photos/186928002/medium.jpeg","thatsanicebike",110777419,"Ground Crab Spiders","Arachnida",61903,0,0,"2018-04-15","2018-04-15","","UTC",58474,58474,"","","false","gps","gps",5489981,"2022-04-08 19:42:27 UTC","2022-04-08 20:38:21 UTC","needs_id","CC-BY-NC",NA,2,"false"
"Echinocereus triglochidiatus mojavensis","2018-04-15 12:26:00 -0700","","Riverside County, CA, USA",34.0114472222,-116.1678861111,"","Mojave Kingcup Cactus","https://www.inaturalist.org/observations/110693493","https://inaturalist-open-data.s3.amazonaws.com/photos/186774111/medium.jpg","jannvendetti",110693493,"Echinocereus triglochidiatus mojavensis","Plantae",858352,4,0,"2018/04/15 12:26 PM PDT","2018-04-15","2018-04-15 19:26:00 UTC","Pacific Time (US & Canada)",10,10,"","open","false","","",73705,"2022-04-07 20:44:47 UTC","2022-04-09 03:39:23 UTC","research","CC0",NA,NA,"false"
"Salvia columbariae","2018-04-15 11:23:00 -0700","","Riverside County, CA, USA",34.0043722222,-116.1213611111,"","chia","https://www.inaturalist.org/observations/110693490","https://inaturalist-open-data.s3.amazonaws.com/photos/186774101/medium.jpg","jannvendetti",110693490,"chia","Plantae",53200,1,0,"2018/04/15 11:23 AM PDT","2018-04-15","2018-04-15 18:23:00 UTC","Pacific Time (US & Canada)",5,5,"","","false","","",73705,"2022-04-07 20:44:47 UTC","2022-04-07 22:14:35 UTC","research","CC0",NA,NA,"false"
"Encelia actoni","2018-04-15 11:19:00 -0700","","Riverside County, CA, USA",34.0043611111,-116.1212083333,"","Acton Brittlebush","https://www.inaturalist.org/observations/110693489","https://inaturalist-open-data.s3.amazonaws.com/photos/186774094/medium.jpg","jannvendetti",110693489,"Acton Brittlebush","Plantae",57969,1,0,"2018/04/15 11:19 AM PDT","2018-04-15","2018-04-15 18:19:00 UTC","Pacific Time (US & Canada)",5,5,"","","false","","",73705,"2022-04-07 20:44:47 UTC","2022-04-07 22:14:42 UTC","research","CC0",NA,NA,"false"
"Eriogonum fasciculatum","2018-04-15 11:13:00 -0700","","Riverside County, CA, USA",34.0040388889,-116.1209194444,"","California Buckwheat","https://www.inaturalist.org/observations/110693487","https://inaturalist-open-data.s3.amazonaws.com/photos/186774085/medium.jpg","jannvendetti",110693487,"California buckwheat","Plantae",54999,1,0,"2018/04/15 11:13 AM PDT","2018-04-15","2018-04-15 18:13:00 UTC","Pacific Time (US & Canada)",5,5,"","","false","","",73705,"2022-04-07 20:44:47 UTC","2022-04-07 22:14:45 UTC","research","CC0",NA,NA,"false"
"Pheucticus melanocephalus","2018-04-15 10:20:00 -0700","","San Diego County, US-CA, US",32.9290722592,-117.2658795331,"","Black-headed Grosbeak","https://www.inaturalist.org/observations/109318353","https://inaturalist-open-data.s3.amazonaws.com/photos/184225200/medium.jpeg","walkabata",109318353,"Black-headed Grosbeak","Aves",10274,1,0,"2018/04/15 10:20 AM PDT","2018-04-15","2018-04-15 17:20:00 UTC","Pacific Time (US & Canada)",8,29039,"obscured","open","true","","",4426566,"2022-03-23 20:49:04 UTC","2022-03-23 20:49:20 UTC","research","CC-BY-NC",NA,NA,"false"
"Drymocallis glandulosa","2018-04-15 15:28:00 -0700","","Monterey County, CA, USA",36.6386876814,-121.7547900463,"","sticky cinquefoil","https://www.inaturalist.org/observations/105744865","https://inaturalist-open-data.s3.amazonaws.com/photos/177494514/medium.jpeg","yerbasanta",105744865,"sticky cinquefoil","Plantae",76716,0,0,"2018/04/15 3:28 PM PDT","2018-04-15","2018-04-15 22:28:00 UTC","Pacific Time (US & Canada)",4682,4682,"","","false","","",436984,"2022-01-29 01:04:05 UTC","2022-02-01 23:16:28 UTC","needs_id","CC-BY-NC",NA,2,"false"
"Pavo cristatus","2018-04-15 14:15:00 -0700","","Ventura County, CA, USA",34.3264035278,-118.7029956389,"","Indian Peafowl","https://www.inaturalist.org/observations/102453988","https://static.inaturalist.org/photos/171267466/medium.jpg","rachel_yeddu",102453988,"Indian Peafowl","Aves",1204,1,0,"2018/04/15 2:15 PM PDT","2018-04-15","2018-04-15 21:15:00 UTC","Pacific Time (US & Canada)",NA,NA,"","open","false","","",5076909,"2021-12-04 07:21:48 UTC","2021-12-05 05:24:05 UTC","research","",NA,NA,"false"
"Hoplia sackenii","2018-04-15 15:43:36 -0700","","Via Bendita, La Quinta, CA, US",33.6737366667,-116.25737,"","","https://www.inaturalist.org/observations/102129642","https://static.inaturalist.org/photos/170663859/medium.jpg","eogren",102129642,"","Insecta",322264,0,0,"Sun Apr 15 2018 15:43:36 GMT-0700 (PDT)","2018-04-15","2018-04-15 22:43:36 UTC","Pacific Time (US & Canada)",65,65,"","","false","","",389935,"2021-11-29 00:12:00 UTC","2021-11-29 00:12:14 UTC","needs_id","",NA,3,"false"
"Mammillaria","2018-04-15 09:32:03 -0700","","San Diego",32.7846412659,-117.2529144287,"","pincushion cactuses","https://www.inaturalist.org/observations/94776322","https://inaturalist-open-data.s3.amazonaws.com/photos/157260347/medium.jpeg","dvodigital",94776322,"","Plantae",68192,0,0,"Sun Apr 15 2018 09:32:03 GMT -0700 (PDT)","2018-04-15","2018-04-15 16:32:03 UTC","Pacific Time (US & Canada)",NA,NA,"","","false","","",4992884,"2021-09-14 01:29:49 UTC","2021-09-15 20:44:46 UTC","casual","CC-BY-NC",NA,333,"true"
"Peromyscus maniculatus","2018-04-15 14:21:00 -0700","","Santa Barbara County, CA, USA",34.7111254667,-119.8546175333,"","Deer Mouse","https://www.inaturalist.org/observations/91676687","https://inaturalist-open-data.s3.amazonaws.com/photos/151682442/medium.jpeg","valhikes",91676687,"Deer Mouse","Mammalia",44396,0,0,"2018/04/15 2:21 PM PDT","2018-04-15","2018-04-15 21:21:00 UTC","Pacific Time (US & Canada)",NA,NA,"","open","false","","",2847895,"2021-08-18 20:47:03 UTC","2021-08-18 20:52:14 UTC","needs_id","CC-BY-NC-ND",NA,NA,"false"
"Eschscholzia","2018-04-15 11:50:00 -0700","","Santa Barbara County, CA, USA",34.7223266667,-119.8982946,"","","https://www.inaturalist.org/observations/91676685","https://inaturalist-open-data.s3.amazonaws.com/photos/151682257/medium.jpeg","valhikes",91676685,"Eschscholzia","Plantae",48226,1,0,"2018/04/15 11:50 AM PDT","2018-04-15","2018-04-15 18:50:00 UTC","Pacific Time (US & Canada)",NA,NA,"","","false","","",2847895,"2021-08-18 20:47:03 UTC","2021-08-19 16:18:59 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Solanum umbelliferum","2018-04-15 12:48:05 -0700","","Hastings Natural History Reservation About, Carmel Valley, CA, US",36.3869833333,-121.5501466667,"","bluewitch nightshade","https://www.inaturalist.org/observations/91498769","https://inaturalist-open-data.s3.amazonaws.com/photos/151361129/medium.jpg","david99",91498769,"bluewitch nightshade","Plantae",50639,2,0,"Sun Apr 15 2018 12:48:05 GMT-0700 (PDT)","2018-04-15","2018-04-15 19:48:05 UTC","Pacific Time (US & Canada)",65,65,"","","false","","",150454,"2021-08-17 05:57:27 UTC","2021-12-07 09:10:23 UTC","research","CC-BY-NC",NA,3,"false"
